SPNAMES_jetz;SPNAMES_merge_jetz-birdlife;SPNAMES_birdlife;SPENG_jetz;SPENG_birdlife;Order;MIG_strategy;DIST_QUALI;DIST_QUANTI_MIGONLY;DIST_QUANTI_ALLSP;LENGTH_BREEDINGA;BodyMass;Diet.Inv;Diet.Vend;Diet.Vect;Diet.Vfish;Diet.Vunk;Diet.Scav;Diet.Fruit;Diet.Nect;Diet.Seed;Diet.PlantO;Diet.5Cat;Diet_breadth;ForStrat.watbelowsurf;ForStrat.wataroundsurf;ForStrat.ground;ForStrat.understory;ForStrat.midhigh;ForStrat.canopy;ForStrat.aerial;For_breadth
Anthus_petrosus;Anthus_petrosus;Anthus_petrosus;Rock-Pipit;Rock-Pipit;PASSERIFORMES;2_partial_migrant;2_short;956.182397713602;956.182397713602;3747;22.4;60;0;0;20;0;0;0;0;20;0;Invertebrate;3;0;0;80;20;0;0;0;2
Anthus_pratensis;Anthus_pratensis;Anthus_pratensis;Meadow-Pipit;Meadow-Pipit;PASSERIFORMES;2_partial_migrant;3_variable;1884.71833917055;1884.71833917055;40687;18.4;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;70;20;10;0;0;3
Anthus_richardi;Anthus_richardi;Anthus_richardi;Richards-Pipit;Richards-Pipit;PASSERIFORMES;3_strict_migrant;3_variable;2846.61131366423;2846.61131366423;56556;32.17;70;0;0;0;0;0;0;0;30;0;Invertebrate;2;0;0;100;0;0;0;0;1
Anthus_roseatus;Anthus_roseatus;Anthus_roseatus;Rosy-Pipit;Rosy-Pipit;PASSERIFORMES;2_partial_migrant;2_short;820.544750417673;820.544750417673;18159;20.61;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;90;10;0;0;0;2
Anthus_rubescens;Anthus_rubescens;Anthus_rubescens;American-Pipit;Buff-bellied-Pipit;PASSERIFORMES;3_strict_migrant;3_variable;3703.4595997076;3703.4595997076;87964;20.68;80;0;0;0;0;0;10;0;10;0;Invertebrate;3;0;0;90;10;0;0;0;2
Anthus_rufulus;Anthus_rufulus;Anthus_rufulus;Paddyfield-Pipit;Paddyfield-Pipit;PASSERIFORMES;1_resident;1_resident;0;856.659390321366;25084;20.44;80;0;0;0;0;0;0;0;10;10;Invertebrate;3;0;0;100;0;0;0;0;1
Anthus_similis;Anthus_similis;Anthus_similis;Long-billed-Pipit;Long-billed-Pipit;PASSERIFORMES;2_partial_migrant;2_short;1903.12875975913;1903.12875975913;36236;25.3;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;33;33;33;0;0;3
Anthus_sokokensis;Anthus_sokokensis;Anthus_sokokensis;Sokoke-Pipit;Sokoke-Pipit;PASSERIFORMES;1_resident;1_resident;0;26.1341707093062;32;15;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;33;33;33;0;0;3
Anthus_spinoletta;Anthus_spinoletta;Anthus_spinoletta;Water-Pipit;Water-Pipit;PASSERIFORMES;2_partial_migrant;2_short;2413.92290838684;2413.92290838684;17309;23.9;70;0;0;0;0;0;10;0;10;10;Invertebrate;4;0;0;80;20;0;0;0;2
Anthus_spragueii;Anthus_spragueii;Anthus_spragueii;Spragues-Pipit;Spragues-Pipit;PASSERIFORMES;3_strict_migrant;2_short;1916.23495977089;1916.23495977089;4930;25.5;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;70;30;0;0;0;2
Anthus_sylvanus;Anthus_sylvanus;Anthus_sylvanus;Upland-Pipit;Upland-Pipit;PASSERIFORMES;1_resident;1_resident;0;288.179319658114;1881;31;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Anthus_trivialis;Anthus_trivialis;Anthus_trivialis;Tree-Pipit;Tree-Pipit;PASSERIFORMES;3_strict_migrant;4_long;4868.56038226539;4868.56038226539;81489;23.33;60;0;0;0;0;0;10;10;10;10;Invertebrate;5;0;0;100;0;0;0;0;1
Anthus_vaalensis;Anthus_vaalensis;Anthus_vaalensis;Buffy-Pipit;Buffy-Pipit;PASSERIFORMES;1_resident;1_resident;0;537.542994863025;11424;27;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;100;0;0;0;0;1
Antilophia_bokermanni;Antilophia_bokermanni;Antilophia_bokermanni;Araripe-Manakin;Araripe-Manakin;PASSERIFORMES;1_resident;1_resident;0;0;5;19.8;30;0;0;0;0;0;70;0;0;0;FruiNect;2;0;0;0;50;50;0;0;2
Antilophia_galeata;Antilophia_galeata;Antilophia_galeata;Helmeted-Manakin;Helmeted-Manakin;PASSERIFORMES;1_resident;1_resident;0;358.707954683884;6217;21.48;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;50;50;0;0;2
Anumbius_annumbi;Anumbius_annumbi;Anumbius_annumbi;Firewood-gatherer;Firewood-gatherer;PASSERIFORMES;1_resident;1_resident;0;448.03537516481;10226;41.5;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;50;50;0;0;0;2
Anurolimnas_castaneiceps;Rufirallus_castaneiceps;Rufirallus_castaneiceps;Chestnut-headed-Crake;Chestnut-headed-Crake;GRUIFORMES;1_resident;1_resident;0;221.929967496766;1967;126;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Anurolimnas_fasciatus;Porzana_fasciata;Porzana_fasciata;Black-banded-Crake;Black-banded-Crake;GRUIFORMES;1_resident;1_resident;0;288.523012044149;3990;69;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;100;0;0;0;0;1
Anurolimnas_viridis;Rufirallus_viridis;Rufirallus_viridis;Russet-crowned-Crake;Russet-crowned-Crake;GRUIFORMES;1_resident;1_resident;0;670.626389400545;19028;64.34;60;0;0;0;0;0;0;0;40;0;Invertebrate;2;0;0;100;0;0;0;0;1
Anurophasis_monorthonyx;Anurophasis_monorthonyx;Anurophasis_monorthonyx;Snow-Mountain-Quail;Snow-Mountain-Quail;GALLIFORMES;1_resident;1_resident;0;41.244314726835;58;401;20;0;0;0;0;0;0;0;30;50;PlantSeed;3;0;0;80;20;0;0;0;2
Apalharpactes_mackloti;Apalharpactes_mackloti;Apalharpactes_mackloti;Sumatran-Trogon;Sumatran-Trogon;TROGONIFORMES;1_resident;1_resident;0;129.581607699025;423;118;70;0;0;0;0;0;30;0;0;0;Invertebrate;2;0;0;20;50;30;0;0;3
Apalharpactes_reinwardtii;Apalharpactes_reinwardtii;Apalharpactes_reinwardtii;Javan-Trogon;Javan-Trogon;TROGONIFORMES;1_resident;1_resident;0;18.4229654554307;8;72.82;70;0;0;0;0;0;30;0;0;0;Invertebrate;2;0;0;10;50;40;0;0;3
Apalis_bamendae;Apalis_bamendae;Apalis_bamendae;Bamenda-Apalis;Bamenda-Apalis;PASSERIFORMES;1_resident;1_resident;0;36.8638837802894;51;9.16;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;100;0;1
Apalis_binotata;Apalis_binotata;Apalis_binotata;Masked-Apalis;Masked-Apalis;PASSERIFORMES;1_resident;1_resident;0;170.348905240947;605;8.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;100;0;0;0;1
Apalis_chapini;Apalis_chapini;Apalis_chapini;Chapins-Apalis;Chapins-Apalis;PASSERIFORMES;1_resident;1_resident;0;93.9657092673523;282;8.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;30;40;30;0;3
Apalis_chariessa;Apalis_chariessa;Apalis_chariessa;White-winged-Apalis;White-winged-Apalis;PASSERIFORMES;1_resident;1_resident;0;55.1557263232397;108;9.16;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;20;80;0;2
Apalis_chirindensis;Apalis_chirindensis;Apalis_chirindensis;Chirinda-Apalis;Chirinda-Apalis;PASSERIFORMES;1_resident;1_resident;0;75.8388498053765;247;8.6;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;20;80;0;2
Apalis_cinerea;Apalis_cinerea;Apalis_cinerea;Grey-Apalis;Grey-Apalis;PASSERIFORMES;1_resident;1_resident;0;262.499876085146;1600;9.88;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;20;60;0;3
Apalis_flavida;Apalis_flavida;Apalis_flavida;Yellow-breasted-Apalis;Yellow-breasted-Apalis;PASSERIFORMES;1_resident;1_resident;0;858.490898819724;19200;8.19;80;0;0;0;0;0;10;10;0;0;Invertebrate;3;0;0;0;0;20;80;0;2
Apalis_flavigularis;Apalis_flavigularis;Apalis_flavigularis;Yellow-throated-Apalis;Yellow-throated-Apalis;PASSERIFORMES;1_resident;1_resident;0;17.8405415641383;7;11.08;80;0;0;0;0;0;10;0;10;0;Invertebrate;3;0;0;0;20;40;40;0;3
Apalis_fuscigularis;Apalis_fuscigularis;Apalis_fuscigularis;Taita-Apalis;Taita-Apalis;PASSERIFORMES;1_resident;1_resident;0;0;4;11;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;20;30;50;0;0;3
Apalis_goslingi;Apalis_goslingi;Apalis_goslingi;Goslings-Apalis;Goslings-Apalis;PASSERIFORMES;1_resident;1_resident;0;265.193604970905;2524;9.16;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;30;40;30;0;3
Apalis_jacksoni;Apalis_jacksoni;Apalis_jacksoni;Black-throated-Apalis;Black-throated-Apalis;PASSERIFORMES;1_resident;1_resident;0;303.735583041867;1858;8.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;60;40;0;2
Apalis_karamojae;Apalis_karamojae;Apalis_karamojae;Karamoja-Apalis;Karamoja-Apalis;PASSERIFORMES;1_resident;1_resident;0;66.5180928804538;121;9.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;50;50;0;0;2
Apalis_lynesi;Apalis_lynesi;Apalis_lynesi;Namuli-Apalis;Namuli-Apalis;PASSERIFORMES;1_resident;1_resident;0;17.8984288053871;11;11.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;50;50;0;0;2
Apalis_melanocephala;Apalis_melanocephala;Apalis_melanocephala;Black-headed-Apalis;Black-headed-Apalis;PASSERIFORMES;1_resident;1_resident;0;273.366077992717;1385;8.8;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;0;0;60;40;0;2
Apalis_nigriceps;Apalis_nigriceps;Apalis_nigriceps;Black-capped-Apalis;Black-capped-Apalis;PASSERIFORMES;1_resident;1_resident;0;315.108843323104;2814;8.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;100;0;1
Apalis_personata;Apalis_personata;Apalis_personata;Black-faced-Apalis;Black-faced-Apalis;PASSERIFORMES;1_resident;1_resident;0;111.317436780073;444;11;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;80;0;0;2
Apalis_porphyrolaema;Apalis_porphyrolaema;Apalis_porphyrolaema;Chestnut-throated-Apalis;Chestnut-throated-Apalis;PASSERIFORMES;1_resident;1_resident;0;148.595246697723;653;8.39;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;30;70;0;2
Apalis_ruddi;Apalis_ruddi;Apalis_ruddi;Rudds-Apalis;Rudds-Apalis;PASSERIFORMES;1_resident;1_resident;0;115.846397972646;600;9.69;80;0;0;0;0;0;0;10;0;10;Invertebrate;3;0;0;0;100;0;0;0;1
Apalis_rufogularis;Apalis_rufogularis;Apalis_rufogularis;Buff-throated-Apalis;Buff-throated-Apalis;PASSERIFORMES;1_resident;1_resident;0;467.171225223997;8860;8.34;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;0;0;0;100;0;1
Apalis_sharpii;Apalis_sharpii;Apalis_sharpii;Sharpes-Apalis;Sharpes-Apalis;PASSERIFORMES;1_resident;1_resident;0;184.330280814689;1307;8.69;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;30;40;30;0;3
Apalis_thoracica;Apalis_thoracica;Apalis_thoracica;Bar-throated-Apalis;Bar-throated-Apalis;PASSERIFORMES;1_resident;1_resident;0;411.755260426956;4529;11.08;80;0;0;0;0;0;10;0;10;0;Invertebrate;3;0;0;0;20;40;40;0;3
Apaloderma_aequatoriale;Apaloderma_aequatoriale;Apaloderma_aequatoriale;Bare-cheeked-Trogon;Bare-cheeked-Trogon;TROGONIFORMES;1_resident;1_resident;0;235.349121887551;2158;58.02;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;30;10;50;10;0;4
Apaloderma_narina;Apaloderma_narina;Apaloderma_narina;Narina-Trogon;Narina-Trogon;TROGONIFORMES;1_resident;1_resident;0;904.673176343165;34058;67.69;90;0;10;0;0;0;0;0;0;0;Invertebrate;2;0;0;0;30;70;0;0;2
Apaloderma_vittatum;Apaloderma_vittatum;Apaloderma_vittatum;Bar-tailed-Trogon;Bar-tailed-Trogon;TROGONIFORMES;1_resident;1_resident;0;350.64566412915;1815;55;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;10;0;50;40;0;3
Apalopteron_familiare;Apalopteron_familiare;Apalopteron_familiare;Bonin-White-eye;Bonin-White-eye;PASSERIFORMES;1_resident;1_resident;0;0;4;15;20;0;10;0;0;0;50;0;0;20;Omnivore;4;0;0;20;30;30;20;0;4
Aphanotriccus_audax;Aphanotriccus_audax;Aphanotriccus_audax;Black-billed-Flycatcher;Black-billed-Flycatcher;PASSERIFORMES;1_resident;1_resident;0;117.689335293735;642;11.22;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;80;20;0;0;2
Aphanotriccus_capitalis;Aphanotriccus_capitalis;Aphanotriccus_capitalis;Tawny-chested-Flycatcher;Tawny-chested-Flycatcher;PASSERIFORMES;1_resident;1_resident;0;36.8689297509032;55;11.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;100;0;0;0;1
Aphantochroa_cirrochloris;Aphantochroa_cirrochloris;Aphantochroa_cirrochloris;Sombre-Hummingbird;Sombre-Hummingbird;CAPRIMULGIFORMES;1_resident;1_resident;0;330.230687033527;4714;7.7;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;80;20;0;0;2
Aphelocephala_leucopsis;Aphelocephala_leucopsis;Aphelocephala_leucopsis;Southern-Whiteface;Southern-Whiteface;PASSERIFORMES;1_resident;1_resident;0;499.85742604405;13084;12.31;30;0;0;0;0;0;0;0;70;0;PlantSeed;2;0;0;80;20;0;0;0;2
Aphelocephala_nigricincta;Aphelocephala_nigricincta;Aphelocephala_nigricincta;Banded-Whiteface;Banded-Whiteface;PASSERIFORMES;1_resident;1_resident;0;334.592455191876;5485;10.4;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;80;20;0;0;0;2
Aphelocephala_pectoralis;Aphelocephala_pectoralis;Aphelocephala_pectoralis;Chestnut-breasted-Whiteface;Chestnut-breasted-Whiteface;PASSERIFORMES;1_resident;1_resident;0;121.073275259769;817;9;50;0;0;0;0;0;0;0;50;0;Omnivore;2;0;0;100;0;0;0;0;1
Aphelocoma_californica;Aphelocoma_californica;Aphelocoma_californica;Western-Scrub-jay;Western-Scrub-jay;PASSERIFORMES;1_resident;1_resident;0;453.057032599143;8946;85.74;20;20;10;0;0;10;20;0;20;0;Omnivore;6;0;0;80;10;10;0;0;3
Aphelocoma_coerulescens;Aphelocoma_coerulescens;Aphelocoma_coerulescens;Florida-Scrub-jay;Florida-Scrub-jay;PASSERIFORMES;1_resident;1_resident;0;64.4420483456529;155;77.12;20;10;20;0;0;10;20;0;20;0;Omnivore;6;0;0;80;10;10;0;0;3
Aphelocoma_insularis;Aphelocoma_insularis;Aphelocoma_insularis;Island-Scrub-jay;Island-Scrub-jay;PASSERIFORMES;1_resident;1_resident;0;0;3;115.78;20;10;10;0;0;0;10;0;50;0;Omnivore;5;0;0;80;10;10;0;0;3
Aphelocoma_ultramarina;Aphelocoma_ultramarina;Aphelocoma_ultramarina;Mexican-Jay;Mexican-Jay;PASSERIFORMES;1_resident;1_resident;0;89.0215639434289;332;113.33;10;10;10;0;0;10;20;20;20;0;Omnivore;7;0;0;60;10;30;0;0;3
Aphelocoma_unicolor;Aphelocoma_unicolor;Aphelocoma_unicolor;Unicoloured-Jay;Unicoloured-Jay;PASSERIFORMES;1_resident;1_resident;0;147.209599516159;616;124;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;40;40;20;0;0;3
Aphrastura_masafuerae;Aphrastura_masafuerae;Aphrastura_masafuerae;Masafuera-Rayadito;Masafuera-Rayadito;PASSERIFORMES;1_resident;1_resident;0;0;2;12.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;20;80;0;0;0;2
Aphrastura_spinicauda;Aphrastura_spinicauda;Aphrastura_spinicauda;Thorn-tailed-Rayadito;Thorn-tailed-Rayadito;PASSERIFORMES;1_resident;1_resident;0;237.659950892783;2739;11.5;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;10;30;30;30;0;4
Aphriza_virgata;Calidris_virgata;Calidris_virgata;Surfbird;Surfbird;CHARADRIIFORMES;3_strict_migrant;4_long;1265.78134684067;1265.78134684067;4939;200.97;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Aplonis_atrifusca;Aplonis_atrifusca;Aplonis_atrifusca;Samoan-Starling;Samoan-Starling;PASSERIFORMES;1_resident;1_resident;0;25.786805377915;29;146;20;0;0;0;0;0;70;10;0;0;FruiNect;3;0;0;0;0;60;40;0;2
Aplonis_brunneicapillus;Aplonis_brunneicapillus;Aplonis_brunneicapillus;White-eyed-Starling;White-eyed-Starling;PASSERIFORMES;1_resident;1_resident;0;55.2940446898313;96;66.65;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;0;50;50;0;0;2
Aplonis_cantoroides;Aplonis_cantoroides;Aplonis_cantoroides;Singing-Starling;Singing-Starling;PASSERIFORMES;1_resident;1_resident;0;332.164353205214;3384;55.73;50;0;0;0;0;0;50;0;0;0;Omnivore;2;0;0;0;0;60;40;0;2
Aplonis_cinerascens;Aplonis_cinerascens;Aplonis_cinerascens;Rarotonga-Starling;Rarotonga-Starling;PASSERIFORMES;1_resident;1_resident;0;0;2;82.9;30;0;0;0;0;0;50;20;0;0;FruiNect;3;0;0;0;0;20;80;0;2
Aplonis_crassa;Aplonis_crassa;Aplonis_crassa;Tanimbar-Starling;Tanimbar-Starling;PASSERIFORMES;1_resident;1_resident;0;26.0527212766813;40;59;20;0;0;0;0;0;60;20;0;0;FruiNect;3;0;0;0;0;20;80;0;2
Aplonis_dichroa;Aplonis_dichroa;Aplonis_dichroa;San-Cristobal-Starling;Makira-Starling;PASSERIFORMES;1_resident;1_resident;0;18.4352724271338;22;84;0;0;0;0;0;0;80;0;20;0;FruiNect;2;0;0;0;50;50;0;0;2
Aplonis_feadensis;Aplonis_feadensis;Aplonis_feadensis;Atoll-Starling;Atoll-Starling;PASSERIFORMES;1_resident;1_resident;0;18.4968569596947;10;72;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;0;80;20;0;2
Aplonis_grandis;Aplonis_grandis;Aplonis_grandis;Brown-winged-Starling;Brown-winged-Starling;PASSERIFORMES;1_resident;1_resident;0;103.998093379001;261;134;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;50;50;0;0;2
Aplonis_insularis;Aplonis_insularis;Aplonis_insularis;Rennell-Starling;Rennell-Starling;PASSERIFORMES;1_resident;1_resident;0;18.1735211164832;9;69.88;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;10;30;30;30;0;4
Aplonis_magna;Aplonis_magna;Aplonis_magna;Long-tailed-Starling;Long-tailed-Starling;PASSERIFORMES;1_resident;1_resident;0;18.5513778496866;22;68.66;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;0;50;50;0;0;2
Aplonis_metallica;Aplonis_metallica;Aplonis_metallica;Metallic-Starling;Shining-Starling;PASSERIFORMES;1_resident;1_resident;0;453.892740769993;3605;56.49;20;0;0;0;0;0;60;20;0;0;FruiNect;3;0;0;33;33;33;0;0;3
Aplonis_minor;Aplonis_minor;Aplonis_minor;Short-tailed-Starling;Short-tailed-Starling;PASSERIFORMES;1_resident;1_resident;0;281.954163616366;1471;42;30;0;0;0;0;0;70;0;0;0;FruiNect;2;0;0;0;33;33;33;0;3
Aplonis_mysolensis;Aplonis_mysolensis;Aplonis_mysolensis;Moluccan-Starling;Moluccan-Starling;PASSERIFORMES;1_resident;1_resident;0;149.128698386853;407;68.66;20;0;0;0;0;0;60;20;0;0;FruiNect;3;0;0;0;0;20;80;0;2
Aplonis_mystacea;Aplonis_mystacea;Aplonis_mystacea;Yellow-eyed-Starling;Yellow-eyed-Starling;PASSERIFORMES;1_resident;1_resident;0;112.082600992385;508;68.66;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;0;0;0;100;0;1
Aplonis_opaca;Aplonis_opaca;Aplonis_opaca;Micronesian-Starling;Micronesian-Starling;PASSERIFORMES;1_resident;1_resident;0;250.492037725975;81;83.4;20;10;0;0;0;0;40;0;30;0;Omnivore;4;0;0;0;50;50;0;0;2
Aplonis_panayensis;Aplonis_panayensis;Aplonis_panayensis;Asian-Glossy-Starling;Asian-Glossy-Starling;PASSERIFORMES;1_resident;1_resident;0;615.269341974515;8058;56.2;20;0;0;0;0;0;60;20;0;0;FruiNect;3;0;0;10;30;30;30;0;4
Aplonis_pelzelni;Aplonis_pelzelni;Aplonis_pelzelni;Pohnpei-Starling;Pohnpei-Starling;PASSERIFORMES;1_resident;1_resident;0;0;2;47;20;0;0;0;0;0;60;0;20;0;FruiNect;3;0;0;10;30;30;30;0;4
Aplonis_santovestris;Aplonis_santovestris;Aplonis_santovestris;Santo-Starling;Mountain-Starling;PASSERIFORMES;1_resident;1_resident;0;0;5;68.66;30;0;0;0;0;0;50;0;20;0;Omnivore;3;0;0;0;50;50;0;0;2
Aplonis_striata;Aplonis_striata;Aplonis_striata;Striated-Starling;Striated-Starling;PASSERIFORMES;1_resident;1_resident;0;54.9762243682005;107;54.2;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;10;30;30;30;0;4
Aplonis_tabuensis;Aplonis_tabuensis;Aplonis_tabuensis;Polynesian-Starling;Polynesian-Starling;PASSERIFORMES;1_resident;1_resident;0;139.605672262015;293;62.5;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;33;33;33;0;3
Aplonis_zelandica;Aplonis_zelandica;Aplonis_zelandica;Rusty-winged-Starling;Rusty-winged-Starling;PASSERIFORMES;1_resident;1_resident;0;53.6952758483542;79;68.66;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;50;50;0;0;2
Aplopelia_larvata;Aplopelia_larvata;Aplopelia_larvata;Lemon-Dove;Lemon-Dove;COLUMBIFORMES;1_resident;1_resident;0;670.697428476534;9051;155;10;0;0;0;0;0;50;0;20;20;Omnivore;4;0;0;100;0;0;0;0;1
Aprosmictus_erythropterus;Aprosmictus_erythropterus;Aprosmictus_erythropterus;Red-winged-Parrot;Red-winged-Parrot;PSITTACIFORMES;1_resident;1_resident;0;464.272592544049;9371;136;10;0;0;0;0;0;30;10;30;20;Omnivore;5;0;0;0;40;40;20;0;3
Aprosmictus_jonquillaceus;Aprosmictus_jonquillaceus;Aprosmictus_jonquillaceus;Olive-shouldered-Parrot;Jonquil-Parrot;PSITTACIFORMES;1_resident;1_resident;0;66.1556279895449;146;119;10;0;0;0;0;0;30;10;30;20;Omnivore;5;0;0;0;40;40;20;0;3
Aptenodytes_patagonicus;Aptenodytes_patagonicus;Aptenodytes_patagonicus;King-Penguin;King-Penguin;SPHENISCIFORMES;3_strict_migrant;3_variable;1377.57455625001;1377.57455625001;288;11731.07;10;0;0;90;0;0;0;0;0;0;VertFishScav;2;100;0;0;0;0;0;0;1
Apteryx_australis;Apteryx_australis;Apteryx_australis;Southern-Brown-Kiwi;Southern-Brown-Kiwi;APTERYGIFORMES;1_resident;1_resident;0;39.1661620460499;79;2320.51;80;0;0;0;0;0;10;0;0;10;Invertebrate;3;0;0;100;0;0;0;0;1
Apteryx_haastii;Apteryx_haastii;Apteryx_haastii;Great-Spotted-Kiwi;Great-Spotted-Kiwi;APTERYGIFORMES;1_resident;1_resident;0;33.6373287586602;63;2022.68;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;80;20;0;0;0;2
Apteryx_mantelli;Apteryx_mantelli;Apteryx_mantelli;Northern-Brown-Kiwi;Northern-Brown-Kiwi;APTERYGIFORMES;1_resident;1_resident;0;79.5136767733299;234;2320.51;80;0;0;0;0;0;10;0;0;10;Invertebrate;3;0;0;100;0;0;0;0;1
Apteryx_owenii;Apteryx_owenii;Apteryx_owenii;Little-Spotted-Kiwi;Little-Spotted-Kiwi;APTERYGIFORMES;1_resident;1_resident;0;18.4940223337925;8;1238.29;80;0;0;0;0;0;10;0;0;10;Invertebrate;3;0;0;80;20;0;0;0;2
Apus_acuticauda;Apus_acuticauda;Apus_acuticauda;Dark-rumped-Swift;Dark-rumped-Swift;CAPRIMULGIFORMES;3_strict_migrant;3_variable;727.058627259842;727.058627259842;42;35.46;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;0;100;1
Apus_affinis;Apus_affinis;Apus_affinis;Little-Swift;Little-Swift;CAPRIMULGIFORMES;2_partial_migrant;3_variable;3034.72519697693;3034.72519697693;70583;22.57;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;10;0;90;2
Apus_alexandri;Apus_alexandri;Apus_alexandri;Alexanders-Swift;Alexanders-Swift;CAPRIMULGIFORMES;1_resident;1_resident;0;25.7213956978129;30;35.46;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;10;90;2
Apus_apus;Apus_apus;Apus_apus;Common-Swift;Common-Swift;CAPRIMULGIFORMES;3_strict_migrant;4_long;6272.37771473677;6272.37771473677;114742;37.6;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;0;100;1
Apus_balstoni;Apus_balstoni;Apus_balstoni;Madagascar-Swift;Madagascar-Swift;CAPRIMULGIFORMES;1_resident;1_resident;0;203.970167331638;2017;42.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;40;0;60;2
Apus_barbatus;Apus_barbatus;Apus_barbatus;African-Black-Swift;African-Swift;CAPRIMULGIFORMES;2_partial_migrant;2_short;1020.95333578424;1020.95333578424;4346;42.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;40;0;60;2
Apus_batesi;Apus_batesi;Apus_batesi;Batess-Swift;Batess-Swift;CAPRIMULGIFORMES;1_resident;1_resident;0;170.693885372212;1030;35.46;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;0;100;1
Apus_berliozi;Apus_berliozi;Apus_berliozi;Forbes-Watsons-Swift;Forbes-Watsons-Swift;CAPRIMULGIFORMES;2_partial_migrant;2_short;793.780991837055;793.780991837055;889;38.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;10;40;0;50;3
Apus_bradfieldi;Apus_bradfieldi;Apus_bradfieldi;Bradfields-Swift;Bradfields-Swift;CAPRIMULGIFORMES;1_resident;1_resident;0;255.537344379794;3028;42.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;30;30;0;40;3
Apus_caffer;Apus_caffer;Apus_caffer;White-rumped-Swift;White-rumped-Swift;CAPRIMULGIFORMES;2_partial_migrant;3_variable;1904.86399166369;1904.86399166369;39275;22.1;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;0;100;1
