SPNAMES_jetz;SPNAMES_merge_jetz-birdlife;SPNAMES_birdlife;SPENG_jetz;SPENG_birdlife;Order;MIG_strategy;DIST_QUALI;DIST_QUANTI_MIGONLY;DIST_QUANTI_ALLSP;LENGTH_BREEDINGA;BodyMass;Diet.Inv;Diet.Vend;Diet.Vect;Diet.Vfish;Diet.Vunk;Diet.Scav;Diet.Fruit;Diet.Nect;Diet.Seed;Diet.PlantO;Diet.5Cat;Diet_breadth;ForStrat.watbelowsurf;ForStrat.wataroundsurf;ForStrat.ground;ForStrat.understory;ForStrat.midhigh;ForStrat.canopy;ForStrat.aerial;For_breadth
Abeillia_abeillei;Abeillia_abeillei;Abeillia_abeillei;Emerald-chinned-Hummingbird;Emerald-chinned-Hummingbird;CAPRIMULGIFORMES;1_resident;1_resident;0;130.328852494861;586;2.7;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;100;0;0;0;1
Abroscopus_albogularis;Abroscopus_albogularis;Abroscopus_albogularis;Rufous-faced-Warbler;Rufous-faced-Warbler;PASSERIFORMES;1_resident;1_resident;0;407.615780815833;6340;4.84;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;100;0;0;0;1
Abroscopus_schisticeps;Abroscopus_schisticeps;Abroscopus_schisticeps;Black-faced-Warbler;Black-faced-Warbler;PASSERIFORMES;1_resident;1_resident;0;299.769703874779;3311;4.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;0;100;0;1
Abroscopus_superciliaris;Abroscopus_superciliaris;Abroscopus_superciliaris;Yellow-bellied-Warbler;Yellow-bellied-Warbler;PASSERIFORMES;1_resident;1_resident;0;612.812083687553;9238;6.48;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;80;0;20;0;2
Aburria_aburri;Aburria_aburri;Aburria_aburri;Wattled-Guan;Wattled-Guan;GALLIFORMES;1_resident;1_resident;0;259.180476918292;655;1405.08;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;0;0;100;0;0;1
Acanthagenys_rufogularis;Acanthagenys_rufogularis;Acanthagenys_rufogularis;Spiny-cheeked-Honeyeater;Spiny-cheeked-Honeyeater;PASSERIFORMES;1_resident;1_resident;0;617.370817062105;20258;47.8;40;0;0;0;10;0;10;30;10;0;Omnivore;5;0;0;10;20;40;20;10;5
Acanthidops_bairdii;Acanthidops_bairdi;Acanthidops_bairdi;Peg-billed-Finch;Peg-billed-Finch;PASSERIFORMES;1_resident;1_resident;0;36.525786090428;41;16;40;0;0;0;0;0;20;0;30;10;Omnivore;4;0;0;50;50;0;0;0;2
Acanthisitta_chloris;Acanthisitta_chloris;Acanthisitta_chloris;Rifleman;Rifleman;PASSERIFORMES;1_resident;1_resident;0;148.712774999508;1010;6.91;90;0;0;0;0;0;10;0;0;0;Invertebrate;2;0;0;20;60;20;0;0;3
Acanthiza_apicalis;Acanthiza_apicalis;Acanthiza_apicalis;Inland-Thornbill;Inland-Thornbill;PASSERIFORMES;1_resident;1_resident;0;537.032091337029;14148;7.62;70;0;0;0;0;0;10;10;10;0;Invertebrate;4;0;0;40;40;20;0;0;3
Acanthiza_chrysorrhoa;Acanthiza_chrysorrhoa;Acanthiza_chrysorrhoa;Yellow-rumped-Thornbill;Yellow-rumped-Thornbill;PASSERIFORMES;1_resident;1_resident;0;596.729545035829;16190;9.29;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;80;20;0;0;0;2
Acanthiza_ewingii;Acanthiza_ewingii;Acanthiza_ewingii;Tasmanian-Thornbill;Tasmanian-Thornbill;PASSERIFORMES;1_resident;1_resident;0;78.2861111001693;361;6.9;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;0;50;50;0;0;2
Acanthiza_inornata;Acanthiza_inornata;Acanthiza_inornata;Western-Thornbill;Western-Thornbill;PASSERIFORMES;1_resident;1_resident;0;100.187877730684;559;7;80;0;0;0;0;0;0;20;0;0;Invertebrate;2;0;0;20;30;30;20;0;4
Acanthiza_iredalei;Acanthiza_iredalei;Acanthiza_iredalei;Slender-billed-Thornbill;Slender-billed-Thornbill;PASSERIFORMES;1_resident;1_resident;0;324.222101127151;3810;6.04;80;0;0;0;0;0;0;0;10;10;Invertebrate;3;0;0;50;50;0;0;0;2
Acanthiza_katherina;Acanthiza_katherina;Acanthiza_katherina;Mountain-Thornbill;Mountain-Thornbill;PASSERIFORMES;1_resident;1_resident;0;65.6169649863262;220;7.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;50;30;0;3
Acanthiza_lineata;Acanthiza_lineata;Acanthiza_lineata;Striated-Thornbill;Striated-Thornbill;PASSERIFORMES;1_resident;1_resident;0;279.066045269639;3912;6.85;60;0;0;0;0;0;0;20;20;0;Invertebrate;3;0;0;0;20;60;20;0;3
Acanthiza_murina;Acanthiza_murina;Acanthiza_murina;Papuan-Thornbill;Papuan-Thornbill;PASSERIFORMES;1_resident;1_resident;0;123.548301615196;408;8.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;70;30;0;2
Acanthiza_nana;Acanthiza_nana;Acanthiza_nana;Yellow-Thornbill;Yellow-Thornbill;PASSERIFORMES;1_resident;1_resident;0;368.10639275856;7179;6.19;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;0;0;60;40;0;2
Acanthiza_pusilla;Acanthiza_pusilla;Acanthiza_pusilla;Brown-Thornbill;Brown-Thornbill;PASSERIFORMES;1_resident;1_resident;0;306.554760738351;4347;7.62;70;0;0;0;0;0;10;10;10;0;Invertebrate;4;0;0;40;40;20;0;0;3
Acanthiza_reguloides;Acanthiza_reguloides;Acanthiza_reguloides;Buff-rumped-Thornbill;Buff-rumped-Thornbill;PASSERIFORMES;1_resident;1_resident;0;356.235055925764;6515;7.7;80;0;0;0;0;0;0;10;10;0;Invertebrate;3;0;0;30;30;20;20;0;4
Acanthiza_robustirostris;Acanthiza_robustirostris;Acanthiza_robustirostris;Slaty-backed-Thornbill;Slaty-backed-Thornbill;PASSERIFORMES;1_resident;1_resident;0;382.319873280828;6993;6.1;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;20;40;40;0;0;3
Acanthiza_uropygialis;Acanthiza_uropygialis;Acanthiza_uropygialis;Chestnut-rumped-Thornbill;Chestnut-rumped-Thornbill;PASSERIFORMES;1_resident;1_resident;0;560.807678187927;16346;6.4;80;0;0;0;0;0;0;0;10;10;Invertebrate;3;0;0;20;40;40;0;0;3
Acanthorhynchus_superciliosus;Acanthorhynchus_superciliosus;Acanthorhynchus_superciliosus;Western-Spinebill;Western-Spinebill;PASSERIFORMES;1_resident;1_resident;0;122.23265118139;738;9.72;30;0;0;0;0;0;0;70;0;0;FruiNect;2;0;0;0;60;20;0;20;3
Acanthorhynchus_tenuirostris;Acanthorhynchus_tenuirostris;Acanthorhynchus_tenuirostris;Eastern-Spinebill;Eastern-Spinebill;PASSERIFORMES;1_resident;1_resident;0;314.448556513613;3194;10.44;50;0;0;0;0;0;0;50;0;0;Omnivore;2;0;0;0;70;10;0;20;3
Acanthornis_magna;Acanthornis_magna;Acanthornis_magna;Scrubtit;Scrubtit;PASSERIFORMES;1_resident;1_resident;0;67.9688737403207;257;10.18;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;40;40;10;10;0;4
Accipiter_albogularis;Accipiter_albogularis;Accipiter_albogularis;Pied-Goshawk;Pied-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;129.033244971787;323;248.75;0;80;20;0;0;0;0;0;0;0;VertFishScav;2;0;0;100;0;0;0;0;1
Accipiter_badius;Accipiter_badius;Accipiter_badius;Shikra;Shikra;ACCIPITRIFORMES;2_partial_migrant;3_variable;2360.33863342629;2360.33863342629;72486;131.15;10;30;60;0;0;0;0;0;0;0;VertFishScav;3;0;0;50;0;50;0;0;2
Accipiter_bicolor;Accipiter_bicolor;Accipiter_bicolor;Bicoloured-Hawk;Bicolored-Hawk;ACCIPITRIFORMES;1_resident;1_resident;0;1037.23993714552;45780;287.54;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;33;33;33;0;3
Accipiter_brachyurus;Accipiter_brachyurus;Accipiter_brachyurus;New-Britain-Sparrowhawk;New-Britain-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;66.4811873421631;167;142;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;33;33;33;0;3
Accipiter_brevipes;Accipiter_brevipes;Accipiter_brevipes;Levant-Sparrowhawk;Levant-Sparrowhawk;ACCIPITRIFORMES;3_strict_migrant;4_long;3284.87688912783;3284.87688912783;13387;186.48;40;20;40;0;0;0;0;0;0;0;VertFishScav;3;0;0;0;0;33;33;33;3
Accipiter_butleri;Accipiter_butleri;Accipiter_butleri;Nicobar-Sparrowhawk;Nicobar-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;18.3731358771947;7;332.94;10;0;90;0;0;0;0;0;0;0;VertFishScav;2;0;0;100;0;0;0;0;1
Accipiter_castanilius;Accipiter_castanilius;Accipiter_castanilius;Chestnut-flanked-Sparrowhawk;Chestnut-flanked-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;397.950207699598;6499;157.51;10;80;10;0;0;0;0;0;0;0;VertFishScav;3;0;0;50;0;50;0;0;2
Accipiter_chilensis;Accipiter_bicolor;Accipiter_bicolor;Chilean-Hawk;Bicolored-Hawk;ACCIPITRIFORMES;1_resident;1_resident;0;1037.23993714552;45780;368;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;25;25;25;25;4
Accipiter_chionogaster;Accipiter_striatus;Accipiter_striatus;White-breasted-Hawk;Sharp-shinned-Hawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;2003.12963822652;2003.12963822652;73078;332.94;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;40;20;10;20;10;5
Accipiter_cirrocephalus;Accipiter_cirrocephalus;Accipiter_cirrocephalus;Collared-Sparrowhawk;Collared-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;808.440798353255;19961;165.73;10;80;10;0;0;0;0;0;0;0;VertFishScav;3;0;0;0;10;80;10;0;3
Accipiter_collaris;Accipiter_collaris;Accipiter_collaris;Semicollared-Hawk;Semi-collared-Hawk;ACCIPITRIFORMES;1_resident;1_resident;0;221.93316554285;1056;332.94;0;80;0;0;20;0;0;0;0;0;VertFishScav;2;0;0;0;0;33;33;33;3
Accipiter_cooperii;Accipiter_cooperii;Accipiter_cooperii;Coopers-Hawk;Coopers-Hawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;1168.84152820243;1168.84152820243;34122;429.67;0;90;10;0;0;0;0;0;0;0;VertFishScav;2;0;0;40;20;20;10;10;5
Accipiter_erythrauchen;Accipiter_erythrauchen;Accipiter_erythrauchen;Rufous-necked-Sparrowhawk;Rufous-necked-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;104.593965092271;303;156;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;33;33;33;0;3
Accipiter_erythronemius;Accipiter_striatus;Accipiter_striatus;Rufous-thighed-Hawk;Sharp-shinned-Hawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;2003.12963822652;2003.12963822652;73078;125;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;25;25;25;25;4
Accipiter_erythropus;Accipiter_erythropus;Accipiter_erythropus;Red-thighed-Sparrowhawk;Red-legged-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;560.88511251214;12060;111.2;40;60;0;0;0;0;0;0;0;0;VertFishScav;2;0;0;50;50;0;0;0;2
Accipiter_fasciatus;Accipiter_fasciatus;Accipiter_fasciatus;Brown-Goshawk;Brown-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;770.94186601503;28303;358.66;20;40;30;0;0;10;0;0;0;0;VertFishScav;4;0;0;50;0;30;20;0;3
Accipiter_francesiae;Accipiter_francesiae;Accipiter_francesiae;Francess-Sparrowhawk;Francess-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;209.296138317989;1849;136.82;60;20;20;0;0;0;0;0;0;0;Invertebrate;3;0;0;30;30;30;10;0;4
Accipiter_gentilis;Accipiter_gentilis;Accipiter_gentilis;Northern-Goshawk;Northern-Goshawk;ACCIPITRIFORMES;2_partial_migrant;2_short;2094.96121674578;2094.96121674578;172596;866.04;0;90;10;0;0;0;0;0;0;0;VertFishScav;2;0;0;100;0;0;0;0;1
Accipiter_griseiceps;Accipiter_griseiceps;Accipiter_griseiceps;Sulawesi-Goshawk;Sulawesi-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;144.444198897442;647;251.76;20;40;40;0;0;0;0;0;0;0;VertFishScav;3;0;0;80;10;10;0;0;3
Accipiter_gularis;Accipiter_gularis;Accipiter_gularis;Japanese-Sparrowhawk;Japanese-Sparrowhawk;ACCIPITRIFORMES;3_strict_migrant;4_long;2689.84702062088;2689.84702062088;22519;120.66;10;80;10;0;0;0;0;0;0;0;VertFishScav;3;0;0;10;10;60;10;10;5
Accipiter_gundlachi;Accipiter_gundlachi;Accipiter_gundlachi;Gundlachs-Hawk;Gundlachs-Hawk;ACCIPITRIFORMES;1_resident;1_resident;0;50.751537051449;79;675;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;25;25;25;25;4
Accipiter_haplochrous;Accipiter_haplochrous;Accipiter_haplochrous;White-bellied-Goshawk;White-bellied-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;40.7338735263202;84;198.41;30;20;50;0;0;0;0;0;0;0;VertFishScav;3;0;0;70;0;20;10;0;3
Accipiter_henicogrammus;Accipiter_henicogrammus;Accipiter_henicogrammus;Moluccan-Goshawk;Moluccan-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;58.3170075157453;141;332.94;30;40;30;0;0;0;0;0;0;0;VertFishScav;3;0;0;0;33;33;33;0;3
Accipiter_henstii;Accipiter_henstii;Accipiter_henstii;Hensts-Goshawk;Hensts-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;204.291391131137;1561;1050;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;20;60;20;0;3
Accipiter_imitator;Accipiter_imitator;Accipiter_imitator;Imitator-Sparrowhawk;Imitator-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;55.268894170117;90;222.49;40;0;60;0;0;0;0;0;0;0;VertFishScav;2;0;0;70;30;0;0;0;2
Accipiter_luteoschistaceus;Accipiter_luteoschistaceus;Accipiter_luteoschistaceus;Slaty-mantled-Sparrowhawk;Slaty-backed-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;66.4752606505754;167;214;40;0;60;0;0;0;0;0;0;0;VertFishScav;2;0;0;100;0;0;0;0;1
Accipiter_madagascariensis;Accipiter_madagascariensis;Accipiter_madagascariensis;Madagascar-Sparrowhawk;Madagascar-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;209.374021710163;1710;180.41;20;60;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;0;25;25;25;25;4
Accipiter_melanochlamys;Accipiter_melanochlamys;Accipiter_melanochlamys;Black-mantled-Goshawk;Black-mantled-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;148.69349782013;516;265;10;80;10;0;0;0;0;0;0;0;VertFishScav;3;0;0;0;30;30;30;10;4
Accipiter_melanoleucus;Accipiter_melanoleucus;Accipiter_melanoleucus;Black-Goshawk;Black-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;943.059086065463;28643;698.99;0;90;10;0;0;0;0;0;0;0;VertFishScav;2;0;0;10;30;40;20;0;4
Accipiter_meyerianus;Accipiter_meyerianus;Accipiter_meyerianus;Meyers-Goshawk;Meyers-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;309.929621730142;1266;763.54;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;0;33;33;33;3
Accipiter_minullus;Accipiter_minullus;Accipiter_minullus;Little-Sparrowhawk;Little-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;724.778080124641;21556;87.43;20;60;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;100;0;0;0;0;1
Accipiter_nanus;Accipiter_nanus;Accipiter_nanus;Small-Sparrowhawk;Dwarf-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;124.206049844235;454;332.94;70;30;0;0;0;0;0;0;0;0;Invertebrate;2;0;0;70;30;0;0;0;2
Accipiter_nisus;Accipiter_nisus;Accipiter_nisus;Eurasian-Sparrowhawk;Eurasian-Sparrowhawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;2989.56519493249;2989.56519493249;127288;220.79;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;20;20;20;20;20;5
Accipiter_novaehollandiae;Accipiter_novaehollandiae;Accipiter_novaehollandiae;Grey-Goshawk;Grey-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;454.730834718936;6818;326.06;30;40;30;0;0;0;0;0;0;0;VertFishScav;3;0;0;50;0;30;20;0;3
Accipiter_ovampensis;Accipiter_ovampensis;Accipiter_ovampensis;Ovampo-Sparrowhawk;Ovambo-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;767.500277712099;23146;195;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;0;20;40;40;3
Accipiter_poliocephalus;Accipiter_poliocephalus;Accipiter_poliocephalus;Grey-headed-Goshawk;Grey-headed-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;277.109215835175;2606;214.76;20;0;80;0;0;0;0;0;0;0;VertFishScav;2;0;0;0;33;33;33;0;3
Accipiter_poliogaster;Accipiter_poliogaster;Accipiter_poliogaster;Gray-bellied-Hawk;Grey-bellied-Goshawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;2026.64821910941;2026.64821910941;22095;1369.41;0;0;0;0;100;0;0;0;0;0;VertFishScav;1;0;0;0;0;33;33;33;3
Accipiter_princeps;Accipiter_princeps;Accipiter_princeps;New-Britain-Goshawk;New-Britain-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;41.3026210501248;79;332.94;50;0;0;0;50;0;0;0;0;0;Omnivore;2;0;0;100;0;0;0;0;1
Accipiter_rhodogaster;Accipiter_rhodogaster;Accipiter_rhodogaster;Vinous-breasted-Sparrowhawk;Vinous-breasted-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;152.022721679174;664;172.71;20;60;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;50;0;30;20;0;3
Accipiter_rufitorques;Accipiter_rufitorques;Accipiter_rufitorques;Fiji-Goshawk;Fiji-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;58.0810738619627;122;209;20;80;0;0;0;0;0;0;0;0;VertFishScav;2;0;0;0;30;40;30;0;3
Accipiter_rufiventris;Accipiter_rufiventris;Accipiter_rufiventris;Rufous-chested-Sparrowhawk;Rufous-breasted-Sparrowhawk;ACCIPITRIFORMES;1_resident;1_resident;0;396.453440699881;2890;198;10;80;10;0;0;0;0;0;0;0;VertFishScav;3;0;0;20;30;30;0;20;4
Accipiter_soloensis;Accipiter_soloensis;Accipiter_soloensis;Chinese-Goshawk;Chinese-Sparrowhawk;ACCIPITRIFORMES;3_strict_migrant;4_long;2398.51986821228;2398.51986821228;8405;164.77;10;20;70;0;0;0;0;0;0;0;VertFishScav;3;0;0;100;0;0;0;0;1
Accipiter_striatus;Accipiter_striatus;Accipiter_striatus;Sharp-shinned-Hawk;Sharp-shinned-Hawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;2003.12963822652;2003.12963822652;73078;130.59;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;25;25;25;25;4
Accipiter_superciliosus;Accipiter_superciliosus;Accipiter_superciliosus;Tiny-Hawk;Tiny-Hawk;ACCIPITRIFORMES;1_resident;1_resident;0;783.8579078503;26494;99.51;0;80;20;0;0;0;0;0;0;0;VertFishScav;2;0;0;0;0;33;33;33;3
Accipiter_tachiro;Accipiter_tachiro;Accipiter_tachiro;African-Goshawk;African-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;612.754118084541;16430;381;10;70;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;20;20;20;20;20;5
Accipiter_toussenelii;Accipiter_toussenelii;Accipiter_toussenelii;Red-chested-Goshawk;Red-chested-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;625.046419483626;14333;249.29;10;70;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;33;33;33;0;0;3
Accipiter_trinotatus;Accipiter_trinotatus;Accipiter_trinotatus;Spot-tailed-Goshawk;Spot-tailed-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;140.921560606222;568;146;20;10;70;0;0;0;0;0;0;0;VertFishScav;3;0;0;80;0;20;0;0;2
Accipiter_trivirgatus;Accipiter_trivirgatus;Accipiter_trivirgatus;Crested-Goshawk;Crested-Goshawk;ACCIPITRIFORMES;1_resident;1_resident;0;735.722906508283;12215;265.04;20;60;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;33;33;33;0;0;3
Accipiter_ventralis;Accipiter_striatus;Accipiter_striatus;Plain-breasted-Hawk;Sharp-shinned-Hawk;ACCIPITRIFORMES;2_partial_migrant;3_variable;2003.12963822652;2003.12963822652;73078;233;0;100;0;0;0;0;0;0;0;0;VertFishScav;1;0;0;0;25;25;25;25;4
Accipiter_virgatus;Accipiter_virgatus;Accipiter_virgatus;Besra;Besra;ACCIPITRIFORMES;1_resident;1_resident;0;704.817273653513;15657;116.99;20;60;20;0;0;0;0;0;0;0;VertFishScav;3;0;0;50;0;30;20;0;3
Aceros_cassidix;Rhyticeros_cassidix;Rhyticeros_cassidix;Knobbed-Hornbill;Knobbed-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;148.776843145535;706;2360;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;10;0;20;70;0;3
Aceros_comatus;Berenicornis_comatus;Berenicornis_comatus;White-crowned-Hornbill;White-crowned-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;370.967651212167;4210;1470;30;20;30;0;0;0;20;0;0;0;Omnivore;4;0;0;40;40;10;10;0;4
Aceros_corrugatus;Rhabdotorrhinus_corrugatus;Rhabdotorrhinus_corrugatus;Wrinkled-Hornbill;Wrinkled-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;348.060905388056;3353;1590;10;0;0;0;0;0;90;0;0;0;FruiNect;2;0;0;10;0;10;80;0;3
Aceros_everetti;Rhyticeros_everetti;Rhyticeros_everetti;Sumba-Hornbill;Sumba-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;36.5848854354388;53;1748.8;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;10;10;20;60;0;4
Aceros_leucocephalus;Rhabdotorrhinus_leucocephalus;Rhabdotorrhinus_leucocephalus;Writhed-Hornbill;Writhed-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;93.7858281754865;385;1086;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;0;20;70;10;3
Aceros_narcondami;Rhyticeros_narcondami;Rhyticeros_narcondami;Narcondam-Hornbill;Narcondam-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;0;2;697.17;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;10;0;0;90;0;2
Aceros_nipalensis;Aceros_nipalensis;Aceros_nipalensis;Rufous-necked-Hornbill;Rufous-necked-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;208.151647760717;1143;2385;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;10;0;0;90;0;2
Aceros_plicatus;Rhyticeros_plicatus;Rhyticeros_plicatus;Papuan-Hornbill;Papuan-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;352.037060507215;3150;1703.76;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;30;10;10;50;0;4
Aceros_subruficollis;Rhyticeros_subruficollis;Rhyticeros_subruficollis;Plain-pouched-Hornbill;Plain-pouched-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;122.84582382979;370;2042;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;30;0;0;70;0;2
Aceros_undulatus;Rhyticeros_undulatus;Rhyticeros_undulatus;Wreathed-Hornbill;Wreathed-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;567.936849502693;10676;2214.55;10;0;0;0;0;0;90;0;0;0;FruiNect;2;0;0;30;0;0;70;0;2
Aceros_waldeni;Rhabdotorrhinus_waldeni;Rhabdotorrhinus_waldeni;Rufous-headed-Hornbill;Rufous-headed-Hornbill;BUCEROTIFORMES;1_resident;1_resident;0;36.8720224544067;57;1748.8;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;10;0;0;90;0;2
Achaetops_pycnopygius;Achaetops_pycnopygius;Achaetops_pycnopygius;Rockrunner;Rockrunner;PASSERIFORMES;1_resident;1_resident;0;209.92626467003;2109;28.3;80;0;0;0;0;0;10;0;10;0;Invertebrate;3;0;0;90;10;0;0;0;2
Acridotheres_albocinctus;Acridotheres_albocinctus;Acridotheres_albocinctus;Collared-Myna;Collared-Myna;PASSERIFORMES;1_resident;1_resident;0;100.145278299961;483;93.56;40;0;10;0;0;0;20;10;20;0;Omnivore;5;0;0;40;40;20;0;0;3
Acridotheres_cinereus;Acridotheres_cinereus;Acridotheres_cinereus;Pale-bellied-Myna;Pale-bellied-Myna;PASSERIFORMES;1_resident;1_resident;0;66.3583586263575;162;93.56;80;0;0;0;0;0;20;0;0;0;Invertebrate;2;0;0;40;30;30;0;0;3
Acridotheres_cristatellus;Acridotheres_cristatellus;Acridotheres_cristatellus;Crested-Myna;Crested-Myna;PASSERIFORMES;1_resident;1_resident;0;480.849260087116;11323;116.31;50;0;0;0;0;10;40;0;0;0;Omnivore;3;0;0;0;50;50;0;0;2
Acridotheres_fuscus;Acridotheres_fuscus;Acridotheres_fuscus;Jungle-Myna;Jungle-Myna;PASSERIFORMES;1_resident;1_resident;0;510.035639352366;8460;82.8;40;0;0;0;0;0;30;10;20;0;Omnivore;4;0;0;50;30;20;0;0;3
Acridotheres_ginginianus;Acridotheres_ginginianus;Acridotheres_ginginianus;Bank-Myna;Bank-Myna;PASSERIFORMES;1_resident;1_resident;0;349.221120498117;5389;72;40;0;10;0;0;0;20;10;20;0;Omnivore;5;0;0;50;30;20;0;0;3
Acridotheres_grandis;Acridotheres_grandis;Acridotheres_grandis;White-vented-Myna;Great-Myna;PASSERIFORMES;1_resident;1_resident;0;364.651374710374;5714;98.91;60;0;0;0;0;0;20;0;20;0;Invertebrate;3;0;0;0;70;30;0;0;2
Acridotheres_tristis;Acridotheres_tristis;Acridotheres_tristis;Common-Myna;Common-Myna;PASSERIFORMES;1_resident;1_resident;0;987.997605051077;30550;116.43;40;10;10;10;0;0;10;10;10;0;Omnivore;7;0;0;70;20;10;0;0;3
Acrobatornis_fonsecai;Acrobatornis_fonsecai;Acrobatornis_fonsecai;Pink-legged-Graveteiro;Pink-legged-Graveteiro;PASSERIFORMES;1_resident;1_resident;0;18.4421054917766;20;13.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;40;60;0;2
Acrocephalus_aedon;Acrocephalus_aedon;Acrocephalus_aedon;Thick-billed-Warbler;Thick-billed-Warbler;PASSERIFORMES;3_strict_migrant;3_variable;3037.58655577218;3037.58655577218;31959;22.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;50;50;0;0;2
